Unix,Date,Symbol,Open,High,Low,Close,Volume SAND,Volume USDT,tradecount
1700352000000,2023-11-19,SANDUSDT,0.4047,0.4184,0.3942,0.4166,17581531.0,7163410.3378,33747
1700265600000,2023-11-18,SANDUSDT,0.4181,0.4183,0.386,0.4046,25467383.0,10193777.5956,46563
1700179200000,2023-11-17,SANDUSDT,0.4205,0.4347,0.391,0.4183,32416900.0,13382282.512,65361
1700092800000,2023-11-16,SANDUSDT,0.441,0.4523,0.4098,0.4207,38880954.0,16888043.8507,78987
1700006400000,2023-11-15,SANDUSDT,0.4217,0.444,0.4114,0.4411,37010506.0,15936805.8602,67895
1699920000000,2023-11-14,SANDUSDT,0.4376,0.4489,0.4035,0.4218,45623654.0,19608474.1969,96068
1699833600000,2023-11-13,SANDUSDT,0.4415,0.4695,0.4344,0.4375,62957252.0,28490919.9619,132962
1699747200000,2023-11-12,SANDUSDT,0.4389,0.4494,0.4165,0.4415,38400416.0,16841943.8102,80069
1699660800000,2023-11-11,SANDUSDT,0.4211,0.46,0.3991,0.4387,61641415.0,26680331.9814,127045
1699574400000,2023-11-10,SANDUSDT,0.3953,0.427,0.3924,0.4212,47059643.0,19359591.5123,108561
1699488000000,2023-11-09,SANDUSDT,0.4019,0.423,0.3262,0.3952,57265152.0,22519013.5836,117508
1699401600000,2023-11-08,SANDUSDT,0.3878,0.4054,0.3833,0.4021,22839465.0,8999127.2886,46252
1699315200000,2023-11-07,SANDUSDT,0.3924,0.4029,0.3734,0.3878,32115754.0,12498185.1323,72785
1699228800000,2023-11-06,SANDUSDT,0.3746,0.3968,0.3725,0.3925,25802417.0,9980796.5785,60204
1699142400000,2023-11-05,SANDUSDT,0.3737,0.3809,0.3645,0.3745,20983140.0,7839988.3147,49607
1699056000000,2023-11-04,SANDUSDT,0.3629,0.3743,0.3597,0.3736,12141598.0,4439669.7975,31799
1698969600000,2023-11-03,SANDUSDT,0.3677,0.3677,0.3503,0.3628,21483400.0,7707077.2923,51795
1698883200000,2023-11-02,SANDUSDT,0.3566,0.38,0.3501,0.3675,40726895.0,14973795.2804,100321
1698796800000,2023-11-01,SANDUSDT,0.3464,0.3569,0.3348,0.3566,23957249.0,8269034.0104,49840
1698710400000,2023-10-31,SANDUSDT,0.3579,0.3619,0.3328,0.3463,26246251.0,9083454.0007,58545
1698624000000,2023-10-30,SANDUSDT,0.3565,0.3662,0.3457,0.3578,37391544.0,13319833.225,70602
1698537600000,2023-10-29,SANDUSDT,0.331,0.3689,0.3243,0.3565,50538041.0,17859288.8314,89839
1698451200000,2023-10-28,SANDUSDT,0.3232,0.3329,0.3226,0.3311,11684656.0,3837519.5347,24812
1698364800000,2023-10-27,SANDUSDT,0.3353,0.3356,0.317,0.323,19861762.0,6474953.4057,38724
1698278400000,2023-10-26,SANDUSDT,0.332,0.347,0.3212,0.3354,35091350.0,11761655.2562,61986
1698192000000,2023-10-25,SANDUSDT,0.3278,0.3409,0.32,0.332,25019441.0,8264429.9207,49080
1698105600000,2023-10-24,SANDUSDT,0.3247,0.337,0.3117,0.3278,46927794.0,15365736.1089,81956
1698019200000,2023-10-23,SANDUSDT,0.3087,0.3246,0.3047,0.3246,24129247.0,7540408.6509,47035
1697932800000,2023-10-22,SANDUSDT,0.3098,0.3122,0.2982,0.3087,13843933.0,4221486.7623,24098
1697846400000,2023-10-21,SANDUSDT,0.2956,0.3116,0.2949,0.3097,14139892.0,4308966.24,23383
1697760000000,2023-10-20,SANDUSDT,0.2836,0.2974,0.2827,0.2956,8127515.0,2373979.5281,15535
1697673600000,2023-10-19,SANDUSDT,0.283,0.2843,0.2785,0.2836,6670460.0,1879565.0856,10742
1697587200000,2023-10-18,SANDUSDT,0.2869,0.2899,0.2824,0.2831,6569905.0,1876937.909,11512
1697500800000,2023-10-17,SANDUSDT,0.2936,0.2937,0.2832,0.2868,6771440.0,1953728.2907,12347
1697414400000,2023-10-16,SANDUSDT,0.2896,0.3023,0.2888,0.2936,11424162.0,3361238.7973,21188
1697328000000,2023-10-15,SANDUSDT,0.2891,0.2914,0.2878,0.2897,4842261.0,1403162.4788,9739
1697241600000,2023-10-14,SANDUSDT,0.2852,0.2897,0.285,0.289,3678055.0,1059228.3017,6477
1697155200000,2023-10-13,SANDUSDT,0.2819,0.289,0.2814,0.2852,5255699.0,1494817.7374,9513
1697068800000,2023-10-12,SANDUSDT,0.282,0.283,0.276,0.2818,6338912.0,1776937.7861,10828
1696982400000,2023-10-11,SANDUSDT,0.2827,0.2842,0.2773,0.2819,6479047.0,1818870.0725,11703
1696896000000,2023-10-10,SANDUSDT,0.2842,0.2856,0.2795,0.2827,8034408.0,2273868.9276,12380
1696809600000,2023-10-09,SANDUSDT,0.2989,0.3003,0.2779,0.2842,15487282.0,4468814.6081,23178
1696723200000,2023-10-08,SANDUSDT,0.3006,0.3014,0.2957,0.299,6137953.0,1833333.4513,9858
1696636800000,2023-10-07,SANDUSDT,0.3006,0.3016,0.2984,0.3006,5385056.0,1617338.9395,8225
1696550400000,2023-10-06,SANDUSDT,0.2946,0.3042,0.294,0.3004,8335128.0,2484623.3105,12132
1696464000000,2023-10-05,SANDUSDT,0.2977,0.2987,0.2917,0.2945,7440899.0,2197830.5892,13052
1696377600000,2023-10-04,SANDUSDT,0.2989,0.2994,0.2875,0.2977,36755736.0,10843990.767,30537
1696291200000,2023-10-03,SANDUSDT,0.305,0.309,0.2985,0.2989,11290909.0,3434988.9994,17386
1696204800000,2023-10-02,SANDUSDT,0.3226,0.3233,0.3001,0.305,18637223.0,5836668.1905,27118
1696118400000,2023-10-01,SANDUSDT,0.3106,0.3247,0.3097,0.3224,13291226.0,4213903.1121,20924
1696032000000,2023-09-30,SANDUSDT,0.3145,0.3156,0.3075,0.3106,9398054.0,2924952.0252,14311
1695945600000,2023-09-29,SANDUSDT,0.3047,0.3197,0.3035,0.3146,22283951.0,6942238.7643,27724
1695859200000,2023-09-28,SANDUSDT,0.3004,0.3085,0.2993,0.3048,9207819.0,2793492.0208,14983
1695772800000,2023-09-27,SANDUSDT,0.3024,0.3079,0.2983,0.3005,12339602.0,3743352.0631,18258
1695686400000,2023-09-26,SANDUSDT,0.3004,0.303,0.2971,0.3024,8085452.0,2428468.7453,14599
1695600000000,2023-09-25,SANDUSDT,0.2965,0.3018,0.2934,0.3004,11363324.0,3383978.7059,16560
1695513600000,2023-09-24,SANDUSDT,0.3013,0.3082,0.2944,0.2964,15090766.0,4560162.3057,22106
1695427200000,2023-09-23,SANDUSDT,0.2997,0.3031,0.2982,0.3012,5687741.0,1708938.8354,9670
1695340800000,2023-09-22,SANDUSDT,0.2929,0.3004,0.2903,0.2997,10307938.0,3064355.5804,15491
1695254400000,2023-09-21,SANDUSDT,0.3004,0.3044,0.2904,0.2933,11353457.0,3368054.8507,21937
1695168000000,2023-09-20,SANDUSDT,0.3036,0.3065,0.2944,0.3005,14249145.0,4262189.7827,24037
1695081600000,2023-09-19,SANDUSDT,0.3009,0.3065,0.2991,0.3035,8221591.0,2491352.1359,13495
1694995200000,2023-09-18,SANDUSDT,0.2955,0.3068,0.2912,0.3011,11969531.0,3594794.6049,18598
1694908800000,2023-09-17,SANDUSDT,0.306,0.306,0.2919,0.2953,12162209.0,3646626.5656,18217
1694822400000,2023-09-16,SANDUSDT,0.3038,0.3119,0.3025,0.306,13937581.0,4272050.2395,18897
1694736000000,2023-09-15,SANDUSDT,0.2989,0.3062,0.2947,0.3037,12457569.0,3731710.0385,18297
1694649600000,2023-09-14,SANDUSDT,0.2902,0.3045,0.2891,0.2989,16739697.0,4976948.618,27014
1694563200000,2023-09-13,SANDUSDT,0.2824,0.2928,0.2804,0.29,13678853.0,3931192.6766,19067
1694476800000,2023-09-12,SANDUSDT,0.2814,0.2943,0.2805,0.2824,14965144.0,4283550.6382,21358
1694390400000,2023-09-11,SANDUSDT,0.2953,0.2968,0.2756,0.2814,27308528.0,7795954.7294,33276
1694304000000,2023-09-10,SANDUSDT,0.3046,0.3046,0.2852,0.2952,19856403.0,5869427.61,25654
1694217600000,2023-09-09,SANDUSDT,0.304,0.3051,0.3024,0.3046,5550116.0,1687107.0817,6718
1694131200000,2023-09-08,SANDUSDT,0.3083,0.3118,0.3006,0.304,12275746.0,3748206.7967,15569
1694044800000,2023-09-07,SANDUSDT,0.3055,0.3104,0.3026,0.3083,13831504.0,4228923.5245,13976
1693958400000,2023-09-06,SANDUSDT,0.3072,0.3139,0.2992,0.3055,26007287.0,7979762.4073,25603
1693872000000,2023-09-05,SANDUSDT,0.304,0.3081,0.2997,0.3072,12951345.0,3937574.4675,14009
1693785600000,2023-09-04,SANDUSDT,0.3055,0.3124,0.2999,0.3041,14112626.0,4302067.1597,16290
1693699200000,2023-09-03,SANDUSDT,0.3044,0.3067,0.3002,0.3055,8815127.0,2682066.1533,11291
1693612800000,2023-09-02,SANDUSDT,0.3045,0.3079,0.302,0.3045,8513644.0,2592293.9386,11075
1693526400000,2023-09-01,SANDUSDT,0.3099,0.3119,0.2991,0.3046,16246415.0,4980039.4074,19842
1693440000000,2023-08-31,SANDUSDT,0.3231,0.3269,0.3048,0.3101,28101548.0,8878773.2198,32642
1693353600000,2023-08-30,SANDUSDT,0.3357,0.3362,0.3206,0.3231,17959571.0,5875957.7793,21198
1693267200000,2023-08-29,SANDUSDT,0.3235,0.3403,0.3135,0.3357,33775869.0,11056740.1136,40705
1693180800000,2023-08-28,SANDUSDT,0.3239,0.3245,0.3124,0.3235,15947502.0,5073958.6925,18100
1693094400000,2023-08-27,SANDUSDT,0.3223,0.3258,0.3195,0.324,7104743.0,2296428.1935,8513
1693008000000,2023-08-26,SANDUSDT,0.3232,0.3254,0.3203,0.3224,6826888.0,2205354.4485,7946
1692921600000,2023-08-25,SANDUSDT,0.3238,0.3252,0.3164,0.3232,13784702.0,4419759.7112,17515
1692835200000,2023-08-24,SANDUSDT,0.3301,0.3316,0.3188,0.3239,13146542.0,4274362.1866,17330
1692748800000,2023-08-23,SANDUSDT,0.3244,0.3339,0.3214,0.33,16456498.0,5381139.4746,20109
1692662400000,2023-08-22,SANDUSDT,0.3255,0.3268,0.3102,0.3244,16728485.0,5355658.034,24474
1692576000000,2023-08-21,SANDUSDT,0.3351,0.3357,0.3162,0.3254,16812954.0,5491970.1838,21267
1692489600000,2023-08-20,SANDUSDT,0.3361,0.3386,0.3309,0.335,12439210.0,4163937.3781,16951
1692403200000,2023-08-19,SANDUSDT,0.3279,0.3372,0.3248,0.3362,13634376.0,4493224.2476,18643
1692316800000,2023-08-18,SANDUSDT,0.3251,0.3323,0.3203,0.3279,28484555.0,9312684.1684,36391
1692230400000,2023-08-17,SANDUSDT,0.3568,0.3623,0.2914,0.3252,42109952.0,14434049.83193,66391
1692144000000,2023-08-16,SANDUSDT,0.3716,0.3764,0.347,0.3567,42340925.0,15323857.8754,50317
1692057600000,2023-08-15,SANDUSDT,0.3929,0.394,0.3574,0.3717,27486881.0,10461625.7318,35260
1691971200000,2023-08-14,SANDUSDT,0.3928,0.3998,0.3883,0.393,27278962.0,10740734.9666,36311
1691884800000,2023-08-13,SANDUSDT,0.4024,0.403,0.3899,0.3927,20888041.0,8280548.3701,26525
1691798400000,2023-08-12,SANDUSDT,0.4006,0.4031,0.3996,0.4024,8172546.0,3284196.508,9977
1691712000000,2023-08-11,SANDUSDT,0.4027,0.4065,0.3968,0.4007,16439794.0,6615239.1705,17552
1691625600000,2023-08-10,SANDUSDT,0.4072,0.409,0.4006,0.4026,10409492.0,4210198.7057,14910
1691539200000,2023-08-09,SANDUSDT,0.4078,0.4153,0.4009,0.4072,13101232.0,5326582.9575,18189
1691452800000,2023-08-08,SANDUSDT,0.4039,0.4134,0.3998,0.4078,12136957.0,4928917.5213,20547
1691366400000,2023-08-07,SANDUSDT,0.4047,0.4108,0.39,0.404,18345146.0,7397532.3948,26044
1691280000000,2023-08-06,SANDUSDT,0.4045,0.4119,0.4016,0.4046,31781614.0,12936099.7601,31854
1691193600000,2023-08-05,SANDUSDT,0.3993,0.4069,0.3946,0.4045,12588983.0,5037176.1494,16752
1691107200000,2023-08-04,SANDUSDT,0.4049,0.4062,0.3927,0.3993,18382259.0,7372312.7838,28426
1691020800000,2023-08-03,SANDUSDT,0.4125,0.4161,0.4018,0.4048,16879451.0,6893920.5952,24518
1690934400000,2023-08-02,SANDUSDT,0.4258,0.427,0.408,0.4125,13131132.0,5476961.9071,21554
1690848000000,2023-08-01,SANDUSDT,0.423,0.4285,0.411,0.4257,20855487.0,8736332.8986,30576
1690761600000,2023-07-31,SANDUSDT,0.4309,0.4344,0.4176,0.423,13165273.0,5616125.559,24100
1690675200000,2023-07-30,SANDUSDT,0.4387,0.4391,0.4193,0.4309,15914721.0,6884154.1517,24629
1690588800000,2023-07-29,SANDUSDT,0.4315,0.4406,0.4293,0.4386,8942360.0,3892616.4211,15139
1690502400000,2023-07-28,SANDUSDT,0.4264,0.4337,0.4238,0.4314,7260466.0,3113275.3049,13936
1690416000000,2023-07-27,SANDUSDT,0.4298,0.4356,0.4202,0.4264,9602150.0,4120666.3241,18510
1690329600000,2023-07-26,SANDUSDT,0.4288,0.4341,0.4209,0.43,14213618.0,6067176.5243,22188
1690243200000,2023-07-25,SANDUSDT,0.4305,0.4321,0.4235,0.4287,12784397.0,5465501.8608,20910
1690156800000,2023-07-24,SANDUSDT,0.4564,0.4593,0.421,0.4308,26410186.0,11470315.9522,45297
1690070400000,2023-07-23,SANDUSDT,0.4423,0.4618,0.4401,0.4558,17525081.0,7931314.3765,30727
1689984000000,2023-07-22,SANDUSDT,0.4475,0.4533,0.4369,0.4423,12750274.0,5689839.9345,23978
1689897600000,2023-07-21,SANDUSDT,0.4413,0.4498,0.4367,0.4474,12841890.0,5695750.4187,22277
1689811200000,2023-07-20,SANDUSDT,0.4411,0.4584,0.4346,0.4413,19720608.0,8796561.7548,34966
1689724800000,2023-07-19,SANDUSDT,0.4412,0.4499,0.4354,0.4413,14124364.0,6250926.793,26816
1689638400000,2023-07-18,SANDUSDT,0.4515,0.4577,0.4315,0.4413,18349200.0,8165745.8229,32858
1689552000000,2023-07-17,SANDUSDT,0.4415,0.4546,0.434,0.4515,29556455.0,13169226.8222,45696
1689465600000,2023-07-16,SANDUSDT,0.4533,0.4585,0.4371,0.4415,20056109.0,9013544.3552,30603
1689379200000,2023-07-15,SANDUSDT,0.4504,0.4617,0.4427,0.4535,20255042.0,9177765.7196,28493
1689292800000,2023-07-14,SANDUSDT,0.4804,0.4862,0.432,0.4503,48259334.0,22347221.5306,78720
1689206400000,2023-07-13,SANDUSDT,0.4231,0.4814,0.4165,0.4802,51122929.0,23186998.3878,91167
1689120000000,2023-07-12,SANDUSDT,0.4241,0.4339,0.4192,0.423,20793617.0,8857780.1475,31486
1689033600000,2023-07-11,SANDUSDT,0.4173,0.4272,0.4127,0.4242,14267003.0,5979161.1064,30192
1688947200000,2023-07-10,SANDUSDT,0.4124,0.4258,0.398,0.4174,19066906.0,7804517.8154,35774
1688860800000,2023-07-09,SANDUSDT,0.4155,0.4199,0.4104,0.4125,9560414.0,3977361.2647,18634
1688774400000,2023-07-08,SANDUSDT,0.4192,0.4219,0.4078,0.4156,10702982.0,4448845.8286,22367
1688688000000,2023-07-07,SANDUSDT,0.4106,0.4213,0.4059,0.4191,13157795.0,5469645.8387,27267
1688601600000,2023-07-06,SANDUSDT,0.4259,0.4427,0.4104,0.4109,19536815.0,8294850.1381,42105
1688515200000,2023-07-05,SANDUSDT,0.439,0.4467,0.4169,0.426,21140366.0,9111404.861,39665
1688428800000,2023-07-04,SANDUSDT,0.4504,0.4669,0.4355,0.4389,24636129.0,11050398.2175,43419
1688342400000,2023-07-03,SANDUSDT,0.4474,0.451,0.4415,0.4505,24032371.0,10726572.7337,37729
1688256000000,2023-07-02,SANDUSDT,0.4638,0.4668,0.4337,0.4471,36506361.0,16267881.9031,55736
1688169600000,2023-07-01,SANDUSDT,0.4189,0.4644,0.4144,0.4639,43015696.0,18704386.7091,67115
1688083200000,2023-06-30,SANDUSDT,0.4062,0.4278,0.3824,0.4189,38105203.0,15723508.971,68506
1687996800000,2023-06-29,SANDUSDT,0.3975,0.4134,0.3967,0.4062,16545458.0,6707782.8973,27648
1687910400000,2023-06-28,SANDUSDT,0.4279,0.4283,0.3841,0.3978,23347330.0,9537872.0855,41175
1687824000000,2023-06-27,SANDUSDT,0.4246,0.4325,0.4219,0.4278,15756896.0,6741985.3766,27028
1687737600000,2023-06-26,SANDUSDT,0.4405,0.4409,0.4177,0.4246,24848415.0,10654751.8364,45444
1687651200000,2023-06-25,SANDUSDT,0.4427,0.4553,0.4348,0.4406,22818951.0,10168379.5794,43122
1687564800000,2023-06-24,SANDUSDT,0.4365,0.4543,0.4218,0.4425,36289879.0,15997114.2019,70923
1687478400000,2023-06-23,SANDUSDT,0.416,0.4427,0.4158,0.4365,28526057.0,12245658.7624,57117
1687392000000,2023-06-22,SANDUSDT,0.4216,0.4388,0.4,0.4158,30593836.0,12967837.2204,59900
1687305600000,2023-06-21,SANDUSDT,0.4018,0.4252,0.3997,0.4216,30972568.0,12778674.241,63670
1687219200000,2023-06-20,SANDUSDT,0.388,0.4019,0.3751,0.4019,18014346.0,7002583.7847,36751
1687132800000,2023-06-19,SANDUSDT,0.3843,0.3922,0.378,0.388,18533542.0,7118372.8681,34126
1687046400000,2023-06-18,SANDUSDT,0.3875,0.3946,0.3816,0.3843,16862895.0,6543027.3183,30098
1686960000000,2023-06-17,SANDUSDT,0.3812,0.3958,0.3784,0.3875,23462205.0,9134013.7544,38084
1686873600000,2023-06-16,SANDUSDT,0.3763,0.3853,0.3654,0.3813,18484368.0,6937639.6663,36777
1686787200000,2023-06-15,SANDUSDT,0.3698,0.3816,0.362,0.3764,22379665.0,8305689.9976,45061
1686700800000,2023-06-14,SANDUSDT,0.386,0.3961,0.3618,0.3699,31638467.0,12091848.2217,60023
1686614400000,2023-06-13,SANDUSDT,0.3867,0.4036,0.3795,0.3862,32912154.0,12856213.3001,59637
1686528000000,2023-06-12,SANDUSDT,0.3843,0.3908,0.3719,0.3866,28670771.0,10970321.5118,53452
1686441600000,2023-06-11,SANDUSDT,0.3842,0.396,0.3744,0.3843,32959069.0,12648752.9454,61145
1686355200000,2023-06-10,SANDUSDT,0.468,0.4685,0.331,0.3842,127943135.0,49513590.9533,234186
1686268800000,2023-06-09,SANDUSDT,0.4835,0.4875,0.4626,0.4679,30754333.0,14661966.6861,62739
1686182400000,2023-06-08,SANDUSDT,0.4915,0.4966,0.477,0.4835,29646979.0,14391667.6694,57618
1686096000000,2023-06-07,SANDUSDT,0.5306,0.5314,0.4846,0.4915,42534542.0,21482542.2222,77363
1686009600000,2023-06-06,SANDUSDT,0.5225,0.5412,0.4929,0.5304,65372933.0,33892280.8154,113918
1685923200000,2023-06-05,SANDUSDT,0.5919,0.6151,0.5058,0.5225,128612599.0,72976174.093,256091
1685836800000,2023-06-04,SANDUSDT,0.5723,0.6083,0.5626,0.5919,42464174.0,24855338.8452,86681
1685750400000,2023-06-03,SANDUSDT,0.5738,0.5827,0.5616,0.5722,29034260.0,16559103.87,64987
1685664000000,2023-06-02,SANDUSDT,0.5534,0.575,0.5431,0.5739,32785234.0,18407998.2151,67624
1685577600000,2023-06-01,SANDUSDT,0.5322,0.5721,0.5223,0.5534,48657263.0,26827532.4866,94773
1685491200000,2023-05-31,SANDUSDT,0.5531,0.5604,0.5242,0.5321,32643589.0,17578271.1377,59855
1685404800000,2023-05-30,SANDUSDT,0.5484,0.5613,0.5446,0.5531,31156292.0,17243670.4718,57807
1685318400000,2023-05-29,SANDUSDT,0.5556,0.5595,0.5371,0.5486,19711894.0,10798502.7761,34168
1685232000000,2023-05-28,SANDUSDT,0.5247,0.5768,0.5214,0.5556,65895280.0,36337706.3309,117631
1685145600000,2023-05-27,SANDUSDT,0.5122,0.5287,0.5094,0.5246,21826639.0,11311702.5493,34936
1685059200000,2023-05-26,SANDUSDT,0.5061,0.5196,0.4954,0.5122,22574177.0,11431702.6693,36201
1684972800000,2023-05-25,SANDUSDT,0.4944,0.5249,0.4785,0.5061,56968111.0,28906531.2367,92951
1684886400000,2023-05-24,SANDUSDT,0.511,0.5113,0.4785,0.4943,31928117.0,15741843.06,58813
1684800000000,2023-05-23,SANDUSDT,0.5098,0.5273,0.5069,0.5111,18590206.0,9559631.0747,37339
1684713600000,2023-05-22,SANDUSDT,0.5134,0.5195,0.5013,0.5098,18751839.0,9589924.084,33385
1684627200000,2023-05-21,SANDUSDT,0.5279,0.5299,0.5112,0.5135,12290432.0,6385325.8577,22497
1684540800000,2023-05-20,SANDUSDT,0.534,0.5344,0.5249,0.5279,9467355.0,5002544.1815,17509
1684454400000,2023-05-19,SANDUSDT,0.5312,0.5424,0.5242,0.534,20986807.0,11164902.2623,36217
1684368000000,2023-05-18,SANDUSDT,0.533,0.5392,0.5123,0.5312,27967074.0,14803721.7182,51758
1684281600000,2023-05-17,SANDUSDT,0.5174,0.5408,0.5165,0.533,53346150.0,28262975.2012,86957
1684195200000,2023-05-16,SANDUSDT,0.5014,0.518,0.4934,0.5173,23541029.0,11879050.0544,43521
1684108800000,2023-05-15,SANDUSDT,0.503,0.5138,0.4951,0.5015,20595904.0,10431653.7922,45547
1684022400000,2023-05-14,SANDUSDT,0.5,0.5094,0.4941,0.503,12204110.0,6116054.1817,30880
1683936000000,2023-05-13,SANDUSDT,0.5064,0.5087,0.4979,0.4999,11053589.0,5565437.4843,24932
1683849600000,2023-05-12,SANDUSDT,0.4952,0.5077,0.4779,0.5064,25685020.0,12619975.5764,54683
1683763200000,2023-05-11,SANDUSDT,0.5157,0.5162,0.4824,0.4954,26785680.0,13371150.1015,58112
1683676800000,2023-05-10,SANDUSDT,0.5079,0.5238,0.4863,0.5157,35478701.0,18095552.4814,72511
1683590400000,2023-05-09,SANDUSDT,0.508,0.5135,0.5013,0.5078,21287894.0,10795871.4477,40082
1683504000000,2023-05-08,SANDUSDT,0.5435,0.5451,0.4901,0.508,27857778.0,14378240.8535,72706
1683417600000,2023-05-07,SANDUSDT,0.5482,0.5531,0.5402,0.5434,8718166.0,4770573.9712,24188
1683331200000,2023-05-06,SANDUSDT,0.5753,0.5808,0.5389,0.5482,15995064.0,8856578.6214,42090
1683244800000,2023-05-05,SANDUSDT,0.5657,0.5804,0.5578,0.5753,15135244.0,8648527.0577,38693
1683158400000,2023-05-04,SANDUSDT,0.5801,0.5819,0.5607,0.5658,9896050.0,5640924.6064,25059
1683072000000,2023-05-03,SANDUSDT,0.569,0.5847,0.547,0.58,19194600.0,10808516.4459,56127
1682985600000,2023-05-02,SANDUSDT,0.5589,0.5723,0.5517,0.569,12875327.0,7224108.273,29865
1682899200000,2023-05-01,SANDUSDT,0.5765,0.5809,0.5508,0.559,18258634.0,10300212.6565,47835
1682812800000,2023-04-30,SANDUSDT,0.5903,0.5938,0.5726,0.5765,14283559.0,8345299.2789,33944
1682726400000,2023-04-29,SANDUSDT,0.5859,0.5956,0.5817,0.5902,11741421.0,6933012.7818,26037
1682640000000,2023-04-28,SANDUSDT,0.5881,0.5922,0.573,0.5857,17729816.0,10346398.7439,36651
1682553600000,2023-04-27,SANDUSDT,0.5747,0.5957,0.5704,0.5879,25653782.0,14935361.9483,58017
1682467200000,2023-04-26,SANDUSDT,0.597,0.6173,0.5406,0.5748,43182230.0,25245217.8811,97332
1682380800000,2023-04-25,SANDUSDT,0.5862,0.5987,0.565,0.597,19695139.0,11395467.8507,45918
1682294400000,2023-04-24,SANDUSDT,0.5864,0.6002,0.5736,0.586,21818888.0,12806496.6154,48497
1682208000000,2023-04-23,SANDUSDT,0.601,0.6029,0.5711,0.5863,22034097.0,12947844.5816,51666
1682121600000,2023-04-22,SANDUSDT,0.5877,0.6033,0.5822,0.6011,18200670.0,10795243.4609,37423
1682035200000,2023-04-21,SANDUSDT,0.6147,0.6208,0.579,0.5878,28509181.0,17201648.3606,63077
1681948800000,2023-04-20,SANDUSDT,0.6358,0.6451,0.6056,0.6146,34510302.0,21663359.0079,72640
1681862400000,2023-04-19,SANDUSDT,0.7025,0.7052,0.6223,0.6357,61028055.0,39888747.5832,126191
1681776000000,2023-04-18,SANDUSDT,0.6987,0.7159,0.6812,0.7025,44596772.0,31202587.684,83235
1681689600000,2023-04-17,SANDUSDT,0.691,0.715,0.669,0.6985,44618615.0,30586116.903,89905
1681603200000,2023-04-16,SANDUSDT,0.6838,0.6977,0.6686,0.6911,23278009.0,15895625.0726,50115
1681516800000,2023-04-15,SANDUSDT,0.6894,0.7032,0.6772,0.6837,28325285.0,19495361.7467,58029
1681430400000,2023-04-14,SANDUSDT,0.6649,0.6945,0.653,0.6892,42524670.0,28848967.6014,96668
1681344000000,2023-04-13,SANDUSDT,0.659,0.6679,0.6406,0.665,24232177.0,15916652.8005,50444
1681257600000,2023-04-12,SANDUSDT,0.6484,0.6725,0.6188,0.6588,42873033.0,27535781.3679,100242
1681171200000,2023-04-11,SANDUSDT,0.6531,0.6589,0.645,0.6483,24505916.0,15968698.4516,52211
1681084800000,2023-04-10,SANDUSDT,0.6395,0.657,0.6258,0.6531,19557865.0,12545594.3415,47994
1680998400000,2023-04-09,SANDUSDT,0.6355,0.6454,0.6215,0.6396,15997230.0,10116776.1359,36324
1680912000000,2023-04-08,SANDUSDT,0.6534,0.6547,0.6331,0.6355,17237303.0,11093168.7059,36948
1680825600000,2023-04-07,SANDUSDT,0.6383,0.6612,0.6286,0.6534,39176419.0,25357659.9452,84919
1680739200000,2023-04-06,SANDUSDT,0.6574,0.672,0.6279,0.6385,31522010.0,20304859.5965,70015
1680652800000,2023-04-05,SANDUSDT,0.6344,0.6601,0.626,0.6576,25274364.0,16241472.1733,53621
1680566400000,2023-04-04,SANDUSDT,0.6219,0.6411,0.6113,0.6346,29791908.0,18656448.0383,64741
1680480000000,2023-04-03,SANDUSDT,0.6156,0.6316,0.5958,0.6217,37206763.0,22883261.8535,94396
1680393600000,2023-04-02,SANDUSDT,0.6349,0.6455,0.6057,0.6157,24517882.0,15347161.7104,63480
1680307200000,2023-04-01,SANDUSDT,0.627,0.6374,0.6183,0.6348,16119503.0,10103508.8764,42641
1680220800000,2023-03-31,SANDUSDT,0.6175,0.632,0.6024,0.6271,17305521.0,10734609.8876,42295
1680134400000,2023-03-30,SANDUSDT,0.6386,0.6475,0.6058,0.6175,24965382.0,15552333.3377,55466
1680048000000,2023-03-29,SANDUSDT,0.6137,0.6532,0.6094,0.6389,27308161.0,17286119.5287,64372
1679961600000,2023-03-28,SANDUSDT,0.5951,0.6174,0.5873,0.6135,19865941.0,11956314.9421,46672
1679875200000,2023-03-27,SANDUSDT,0.6328,0.6351,0.5785,0.5952,40520931.0,24381525.2787,85988
1679788800000,2023-03-26,SANDUSDT,0.6225,0.64,0.6176,0.6327,13318421.0,8390675.6514,31831
1679702400000,2023-03-25,SANDUSDT,0.6305,0.6481,0.6127,0.6226,21680743.0,13690040.5849,48105
1679616000000,2023-03-24,SANDUSDT,0.6606,0.6629,0.6164,0.6304,25495928.0,16312008.948,65564
1679529600000,2023-03-23,SANDUSDT,0.6346,0.6728,0.6276,0.6607,28561378.0,18613083.7534,71681
1679443200000,2023-03-22,SANDUSDT,0.6731,0.6766,0.6196,0.6348,43378468.0,28275803.1816,125350
1679356800000,2023-03-21,SANDUSDT,0.6585,0.6876,0.6251,0.6731,35285003.0,23278764.9743,96784
1679270400000,2023-03-20,SANDUSDT,0.6838,0.715,0.6429,0.6588,51945536.0,35218905.2222,142865
1679184000000,2023-03-19,SANDUSDT,0.6679,0.7049,0.6668,0.6837,32364956.0,22238962.7752,91979
1679097600000,2023-03-18,SANDUSDT,0.6781,0.73,0.6637,0.6678,57176066.0,39722558.0093,168929
